,Side,Region,Year,Game ID,Team,Victory,Game Duration,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost
8,Red Side,LEC,2024,56155,G2 Esports,True,38.283,Hans sama,ADC,18.0,11.0,2.0,2.0,6.5,397.0,39.0,,10.4,18735.0,489.0,0.255,42.0,17.0,12.0,5.0,5.0,1.1,0.44,0.13,0.31,0.11,38071.0,20068.0,8781.0,9222.0,994.0,0.377,0.34,0.591,0.0,1.0,0.0,0.0,1.0,-947.0,-18.0,-681.0,-1.0,0.0,5873.0,5873.0,8486.0,0.0,11899.0,0.0,12.0,480.0,17244.0,52.0,8.0,25.0,50.0,100.0
9,Red Side,LEC,2024,56155,G2 Esports,True,38.283,Mikyx,SUPPORT,14.0,0.0,2.0,17.0,8.5,32.0,0.0,,0.8,9471.0,247.0,0.129,150.0,82.0,19.0,23.0,23.0,3.92,2.14,0.6,0.5,0.393,3296.0,758.0,2398.0,140.0,86.0,0.033,0.44,0.773,0.0,0.0,0.0,0.0,0.0,362.0,-7.0,-34.0,0.0,0.0,288.0,288.0,5036.0,949.0,22812.0,2055.0,31.0,128.0,18064.0,52.0,27.0,44.0,0.0,0.0
0,Blue Side,LEC,2024,56154,Fnatic,True,30.617,Oscarinin,TOP,17.0,2.0,1.0,5.0,7.0,285.0,0.0,,9.3,12367.0,404.0,0.208,29.0,10.0,8.0,1.0,1.0,0.95,0.33,0.03,0.26,0.108,9358.0,7879.0,1368.0,111.0,306.0,0.169,0.23,0.5,0.0,1.0,0.0,0.0,0.0,-417.0,23.0,380.0,0.0,0.0,2644.0,2644.0,1846.0,0.0,42267.0,711.0,19.0,1042.0,23102.0,55.0,2.0,18.0,0.0,350.0
1,Blue Side,LEC,2024,56154,Fnatic,True,30.617,Razork,JUNGLE,14.0,0.0,0.0,11.0,100.0,173.0,158.0,,5.7,9432.0,308.0,0.159,47.0,11.0,10.0,9.0,9.0,1.54,0.36,0.29,0.33,0.175,5618.0,2493.0,2955.0,170.0,183.0,0.102,0.36,0.786,0.0,0.0,0.0,0.0,0.0,47.0,6.0,518.0,0.0,0.0,255.0,255.0,15294.0,679.0,34817.0,853.0,13.0,344.0,23364.0,0.0,10.0,25.0,0.0,0.0
2,Blue Side,LEC,2024,56154,Fnatic,True,30.617,Humanoid,MID,18.0,6.0,1.0,6.0,12.0,358.0,48.0,,11.7,15107.0,493.0,0.255,40.0,14.0,6.0,4.0,2.0,1.31,0.46,0.13,0.2,0.149,22798.0,1311.0,21177.0,310.0,745.0,0.413,0.39,0.857,0.0,1.0,0.0,0.0,0.0,917.0,13.0,336.0,0.0,0.0,6149.0,6149.0,1251.0,0.0,5321.0,0.0,34.0,735.0,10753.0,55.0,7.0,24.0,50.0,700.0
3,Blue Side,LEC,2024,56154,Fnatic,True,30.617,Noah,ADC,16.0,5.0,0.0,7.0,100.0,302.0,27.0,,9.9,14362.0,469.0,0.242,43.0,11.0,9.0,5.0,4.0,1.4,0.36,0.16,0.29,0.16,14689.0,10473.0,3856.0,360.0,480.0,0.266,0.39,0.857,10.0,1.0,0.0,0.0,0.0,500.0,0.0,374.0,1.0,0.0,9120.0,9120.0,4178.0,0.0,10045.0,0.0,4.0,129.0,11667.0,0.0,6.0,22.0,0.0,0.0
4,Blue Side,LEC,2024,56154,Fnatic,True,30.617,Jun,SUPPORT,12.0,1.0,3.0,12.0,4.3,34.0,0.0,,1.1,8053.0,263.0,0.136,109.0,51.0,15.0,15.0,14.0,3.56,1.67,0.49,0.49,0.407,2758.0,231.0,2293.0,234.0,90.0,0.05,0.42,0.929,0.0,0.0,0.0,0.0,0.0,480.0,4.0,738.0,1.0,0.0,0.0,0.0,507.0,349.0,16179.0,0.0,17.0,46.0,11703.0,106.0,17.0,33.0,0.0,0.0
5,Red Side,LEC,2024,56154,Rogue,False,30.617,Finn,TOP,16.0,0.0,3.0,2.0,0.7,246.0,0.0,,8.0,10454.0,341.0,0.213,35.0,14.0,4.0,6.0,6.0,1.14,0.46,0.2,0.13,0.163,10883.0,4216.0,6302.0,365.0,355.0,0.193,0.07,0.4,0.0,0.0,0.0,0.0,0.0,417.0,-23.0,-380.0,0.0,0.0,3064.0,3064.0,5959.0,0.0,47918.0,0.0,35.0,7480.0,23391.0,149.0,8.0,25.0,0.0,0.0
6,Red Side,LEC,2024,56154,Rogue,False,30.617,Markoon,JUNGLE,13.0,0.0,2.0,3.0,1.5,179.0,162.0,,5.8,8822.0,288.0,0.18,42.0,10.0,12.0,6.0,6.0,1.37,0.33,0.2,0.39,0.195,5524.0,4961.0,0.0,563.0,180.0,0.098,0.1,0.6,0.0,0.0,0.0,0.0,0.0,-47.0,-6.0,-518.0,0.0,0.0,2365.0,2365.0,11389.0,0.0,25999.0,0.0,14.0,313.0,20927.0,61.0,6.0,24.0,0.0,0.0
7,Red Side,LEC,2024,56154,Rogue,False,30.617,Larssen,MID,15.0,2.0,2.0,3.0,2.5,254.0,0.0,,8.3,11005.0,359.0,0.224,22.0,12.0,2.0,2.0,1.0,0.72,0.39,0.07,0.07,0.102,22918.0,397.0,22316.0,205.0,749.0,0.407,0.16,1.0,0.0,0.0,0.0,0.0,0.0,-917.0,-13.0,-336.0,0.0,0.0,1450.0,1450.0,259.0,0.0,6763.0,390.0,32.0,953.0,10141.0,67.0,5.0,23.0,350.0,50.0
8,Red Side,LEC,2024,56154,Rogue,False,30.617,Comp,ADC,15.0,3.0,4.0,1.0,1.0,277.0,12.0,,9.0,12228.0,399.0,0.249,23.0,14.0,4.0,5.0,4.0,0.75,0.46,0.16,0.13,0.107,13544.0,11966.0,1278.0,300.0,442.0,0.241,0.13,0.8,0.0,0.0,0.0,0.0,0.0,-500.0,0.0,-374.0,-1.0,0.0,186.0,186.0,2955.0,0.0,5599.0,0.0,7.0,363.0,12798.0,75.0,6.0,22.0,700.0,0.0
9,Red Side,LEC,2024,56154,Rogue,False,30.617,Zoelys,SUPPORT,11.0,0.0,3.0,5.0,1.7,36.0,0.0,,1.2,6604.0,216.0,0.134,93.0,41.0,16.0,9.0,7.0,3.04,1.34,0.29,0.52,0.433,3412.0,583.0,2136.0,693.0,111.0,0.061,0.16,1.0,0.0,0.0,0.0,0.0,0.0,-480.0,-4.0,-738.0,-1.0,0.0,0.0,0.0,1370.0,603.0,14951.0,1163.0,35.0,193.0,9703.0,79.0,11.0,24.0,0.0,0.0
0,Blue Side,LEC,2024,56154,Fnatic,True,30.617,Oscarinin,TOP,17.0,2.0,1.0,5.0,7.0,285.0,0.0,,9.3,12367.0,404.0,0.208,29.0,10.0,8.0,1.0,1.0,0.95,0.33,0.03,0.26,0.108,9358.0,7879.0,1368.0,111.0,306.0,0.169,0.23,0.5,0.0,1.0,0.0,0.0,0.0,-417.0,23.0,380.0,0.0,0.0,2644.0,2644.0,1846.0,0.0,42267.0,711.0,19.0,1042.0,23102.0,55.0,2.0,18.0,0.0,350.0
1,Blue Side,LEC,2024,56154,Fnatic,True,30.617,Razork,JUNGLE,14.0,0.0,0.0,11.0,100.0,173.0,158.0,,5.7,9432.0,308.0,0.159,47.0,11.0,10.0,9.0,9.0,1.54,0.36,0.29,0.33,0.175,5618.0,2493.0,2955.0,170.0,183.0,0.102,0.36,0.786,0.0,0.0,0.0,0.0,0.0,47.0,6.0,518.0,0.0,0.0,255.0,255.0,15294.0,679.0,34817.0,853.0,13.0,344.0,23364.0,0.0,10.0,25.0,0.0,0.0
2,Blue Side,LEC,2024,56154,Fnatic,True,30.617,Humanoid,MID,18.0,6.0,1.0,6.0,12.0,358.0,48.0,,11.7,15107.0,493.0,0.255,40.0,14.0,6.0,4.0,2.0,1.31,0.46,0.13,0.2,0.149,22798.0,1311.0,21177.0,310.0,745.0,0.413,0.39,0.857,0.0,1.0,0.0,0.0,0.0,917.0,13.0,336.0,0.0,0.0,6149.0,6149.0,1251.0,0.0,5321.0,0.0,34.0,735.0,10753.0,55.0,7.0,24.0,50.0,700.0
3,Blue Side,LEC,2024,56154,Fnatic,True,30.617,Noah,ADC,16.0,5.0,0.0,7.0,100.0,302.0,27.0,,9.9,14362.0,469.0,0.242,43.0,11.0,9.0,5.0,4.0,1.4,0.36,0.16,0.29,0.16,14689.0,10473.0,3856.0,360.0,480.0,0.266,0.39,0.857,10.0,1.0,0.0,0.0,0.0,500.0,0.0,374.0,1.0,0.0,9120.0,9120.0,4178.0,0.0,10045.0,0.0,4.0,129.0,11667.0,0.0,6.0,22.0,0.0,0.0
4,Blue Side,LEC,2024,56154,Fnatic,True,30.617,Jun,SUPPORT,12.0,1.0,3.0,12.0,4.3,34.0,0.0,,1.1,8053.0,263.0,0.136,109.0,51.0,15.0,15.0,14.0,3.56,1.67,0.49,0.49,0.407,2758.0,231.0,2293.0,234.0,90.0,0.05,0.42,0.929,0.0,0.0,0.0,0.0,0.0,480.0,4.0,738.0,1.0,0.0,0.0,0.0,507.0,349.0,16179.0,0.0,17.0,46.0,11703.0,106.0,17.0,33.0,0.0,0.0
5,Red Side,LEC,2024,56154,Rogue,False,30.617,Finn,TOP,16.0,0.0,3.0,2.0,0.7,246.0,0.0,,8.0,10454.0,341.0,0.213,35.0,14.0,4.0,6.0,6.0,1.14,0.46,0.2,0.13,0.163,10883.0,4216.0,6302.0,365.0,355.0,0.193,0.07,0.4,0.0,0.0,0.0,0.0,0.0,417.0,-23.0,-380.0,0.0,0.0,3064.0,3064.0,5959.0,0.0,47918.0,0.0,35.0,7480.0,23391.0,149.0,8.0,25.0,0.0,0.0
6,Red Side,LEC,2024,56154,Rogue,False,30.617,Markoon,JUNGLE,13.0,0.0,2.0,3.0,1.5,179.0,162.0,,5.8,8822.0,288.0,0.18,42.0,10.0,12.0,6.0,6.0,1.37,0.33,0.2,0.39,0.195,5524.0,4961.0,0.0,563.0,180.0,0.098,0.1,0.6,0.0,0.0,0.0,0.0,0.0,-47.0,-6.0,-518.0,0.0,0.0,2365.0,2365.0,11389.0,0.0,25999.0,0.0,14.0,313.0,20927.0,61.0,6.0,24.0,0.0,0.0
7,Red Side,LEC,2024,56154,Rogue,False,30.617,Larssen,MID,15.0,2.0,2.0,3.0,2.5,254.0,0.0,,8.3,11005.0,359.0,0.224,22.0,12.0,2.0,2.0,1.0,0.72,0.39,0.07,0.07,0.102,22918.0,397.0,22316.0,205.0,749.0,0.407,0.16,1.0,0.0,0.0,0.0,0.0,0.0,-917.0,-13.0,-336.0,0.0,0.0,1450.0,1450.0,259.0,0.0,6763.0,390.0,32.0,953.0,10141.0,67.0,5.0,23.0,350.0,50.0
8,Red Side,LEC,2024,56154,Rogue,False,30.617,Comp,ADC,15.0,3.0,4.0,1.0,1.0,277.0,12.0,,9.0,12228.0,399.0,0.249,23.0,14.0,4.0,5.0,4.0,0.75,0.46,0.16,0.13,0.107,13544.0,11966.0,1278.0,300.0,442.0,0.241,0.13,0.8,0.0,0.0,0.0,0.0,0.0,-500.0,0.0,-374.0,-1.0,0.0,186.0,186.0,2955.0,0.0,5599.0,0.0,7.0,363.0,12798.0,75.0,6.0,22.0,700.0,0.0
9,Red Side,LEC,2024,56154,Rogue,False,30.617,Zoelys,SUPPORT,11.0,0.0,3.0,5.0,1.7,36.0,0.0,,1.2,6604.0,216.0,0.134,93.0,41.0,16.0,9.0,7.0,3.04,1.34,0.29,0.52,0.433,3412.0,583.0,2136.0,693.0,111.0,0.061,0.16,1.0,0.0,0.0,0.0,0.0,0.0,-480.0,-4.0,-738.0,-1.0,0.0,0.0,0.0,1370.0,603.0,14951.0,1163.0,35.0,193.0,9703.0,79.0,11.0,24.0,0.0,0.0
0,Blue Side,LEC,2024,56153,Team Vitality,True,36.033,Photon,TOP,17.0,1.0,2.0,11.0,6.0,291.0,24.0,,8.1,15886.0,441.0,0.234,38.0,19.0,8.0,6.0,6.0,1.05,0.53,0.17,0.22,0.129,23469.0,10663.0,12138.0,668.0,651.0,0.231,0.33,0.706,0.0,0.0,0.0,0.0,0.0,644.0,14.0,201.0,0.0,0.0,9051.0,9051.0,7414.0,0.0,15903.0,0.0,36.0,295.0,20046.0,75.0,8.0,25.0,0.0,100.0
1,Blue Side,LEC,2024,56153,Team Vitality,True,36.033,Daglas,JUNGLE,15.0,1.0,6.0,14.0,2.5,150.0,138.0,,4.2,10446.0,290.0,0.154,51.0,14.0,10.0,13.0,12.0,1.42,0.39,0.36,0.28,0.173,6356.0,1011.0,5042.0,303.0,176.0,0.063,0.42,0.882,0.0,0.0,0.0,0.0,0.0,-1072.0,-19.0,-788.0,-1.0,0.0,2575.0,2575.0,12734.0,668.0,40803.0,0.0,29.0,327.0,31779.0,100.0,14.0,31.0,0.0,0.0
2,Blue Side,LEC,2024,56153,Team Vitality,True,36.033,Vetheo,MID,18.0,5.0,0.0,8.0,100.0,298.0,25.0,,8.3,14321.0,397.0,0.211,44.0,17.0,9.0,8.0,8.0,1.22,0.47,0.22,0.25,0.149,19693.0,509.0,18692.0,492.0,547.0,0.194,0.36,0.765,0.0,0.0,0.0,0.0,0.0,327.0,-2.0,-292.0,0.0,0.0,5303.0,5303.0,4679.0,781.0,10554.0,0.0,28.0,510.0,14830.0,0.0,11.0,27.0,150.0,0.0
3,Blue Side,LEC,2024,56153,Team Vitality,True,36.033,Carzzy,ADC,18.0,10.0,0.0,6.0,100.0,393.0,29.0,,10.9,18568.0,515.0,0.274,57.0,14.0,20.0,3.0,3.0,1.58,0.39,0.08,0.56,0.193,47055.0,28232.0,8468.0,10355.0,1306.0,0.463,0.44,0.941,0.0,1.0,0.0,0.0,0.0,314.0,9.0,545.0,1.0,0.0,3728.0,3728.0,12308.0,0.0,11090.0,0.0,17.0,414.0,20522.0,0.0,7.0,26.0,300.0,0.0
4,Blue Side,LEC,2024,56153,Team Vitality,True,36.033,Hylissang,SUPPORT,13.0,0.0,5.0,15.0,3.0,27.0,0.0,,0.7,8539.0,237.0,0.126,105.0,53.0,12.0,11.0,10.0,2.91,1.47,0.31,0.33,0.356,4985.0,576.0,3490.0,919.0,138.0,0.049,0.42,0.882,0.0,0.0,0.0,0.0,0.0,-448.0,-9.0,-268.0,0.0,0.0,111.0,111.0,3559.0,489.0,28323.0,2700.0,34.0,139.0,26062.0,114.0,13.0,30.0,0.0,0.0
5,Red Side,LEC,2024,56153,Team Heretics,False,36.033,Wunder,TOP,16.0,2.0,4.0,7.0,2.3,261.0,4.0,,7.2,12267.0,340.0,0.209,30.0,9.0,7.0,2.0,2.0,0.83,0.25,0.06,0.19,0.094,14793.0,12441.0,1585.0,767.0,411.0,0.186,0.25,0.75,0.0,0.0,0.0,0.0,0.0,-644.0,-14.0,-201.0,0.0,0.0,810.0,810.0,3501.0,0.0,25000.0,0.0,22.0,118.0,31196.0,143.0,3.0,24.0,0.0,0.0
6,Red Side,LEC,2024,56153,Team Heretics,False,36.033,Jankos,JUNGLE,15.0,2.0,2.0,9.0,5.5,211.0,166.0,,5.9,11349.0,315.0,0.193,76.0,13.0,23.0,11.0,11.0,2.11,0.36,0.31,0.64,0.239,7607.0,3655.0,3475.0,477.0,211.0,0.096,0.31,0.917,0.0,0.0,0.0,0.0,0.0,1072.0,19.0,788.0,1.0,0.0,0.0,0.0,21508.0,836.0,51070.0,782.0,22.0,469.0,43118.0,16.0,12.0,33.0,0.0,150.0
7,Red Side,LEC,2024,56153,Team Heretics,False,36.033,Zwyroo,MID,17.0,1.0,3.0,6.0,2.3,277.0,4.0,,7.7,12584.0,349.0,0.214,49.0,18.0,9.0,8.0,8.0,1.36,0.5,0.22,0.25,0.154,22195.0,313.0,21477.0,405.0,616.0,0.279,0.19,0.583,0.0,0.0,0.0,0.0,0.0,-327.0,2.0,292.0,0.0,0.0,1859.0,1859.0,2608.0,0.0,17107.0,1728.0,20.0,466.0,18195.0,92.0,10.0,28.0,50.0,0.0
8,Red Side,LEC,2024,56153,Team Heretics,False,36.033,Flakked,ADC,16.0,5.0,1.0,1.0,6.0,316.0,9.0,,8.8,14047.0,390.0,0.239,54.0,27.0,11.0,3.0,3.0,1.5,0.75,0.08,0.31,0.17,27838.0,23929.0,3317.0,592.0,773.0,0.35,0.17,0.5,0.0,0.0,0.0,0.0,0.0,-314.0,-9.0,-545.0,-1.0,0.0,0.0,0.0,3543.0,0.0,8461.0,0.0,42.0,471.0,16065.0,55.0,4.0,28.0,0.0,300.0
9,Red Side,LEC,2024,56153,Team Heretics,False,36.033,Trymbi,SUPPORT,12.0,2.0,7.0,7.0,1.3,32.0,0.0,,0.9,8479.0,235.0,0.144,109.0,55.0,12.0,12.0,10.0,3.02,1.53,0.33,0.33,0.343,7087.0,1343.0,4717.0,1027.0,197.0,0.089,0.25,0.75,10.0,0.0,0.0,0.0,0.0,448.0,9.0,268.0,0.0,0.0,0.0,0.0,848.0,267.0,38915.0,1099.0,52.0,200.0,22484.0,201.0,14.0,33.0,50.0,0.0
0,Blue Side,LEC,2024,56153,Team Vitality,True,36.033,Photon,TOP,17.0,1.0,2.0,11.0,6.0,291.0,24.0,,8.1,15886.0,441.0,0.234,38.0,19.0,8.0,6.0,6.0,1.05,0.53,0.17,0.22,0.129,23469.0,10663.0,12138.0,668.0,651.0,0.231,0.33,0.706,0.0,0.0,0.0,0.0,0.0,644.0,14.0,201.0,0.0,0.0,9051.0,9051.0,7414.0,0.0,15903.0,0.0,36.0,295.0,20046.0,75.0,8.0,25.0,0.0,100.0
1,Blue Side,LEC,2024,56153,Team Vitality,True,36.033,Daglas,JUNGLE,15.0,1.0,6.0,14.0,2.5,150.0,138.0,,4.2,10446.0,290.0,0.154,51.0,14.0,10.0,13.0,12.0,1.42,0.39,0.36,0.28,0.173,6356.0,1011.0,5042.0,303.0,176.0,0.063,0.42,0.882,0.0,0.0,0.0,0.0,0.0,-1072.0,-19.0,-788.0,-1.0,0.0,2575.0,2575.0,12734.0,668.0,40803.0,0.0,29.0,327.0,31779.0,100.0,14.0,31.0,0.0,0.0
2,Blue Side,LEC,2024,56153,Team Vitality,True,36.033,Vetheo,MID,18.0,5.0,0.0,8.0,100.0,298.0,25.0,,8.3,14321.0,397.0,0.211,44.0,17.0,9.0,8.0,8.0,1.22,0.47,0.22,0.25,0.149,19693.0,509.0,18692.0,492.0,547.0,0.194,0.36,0.765,0.0,0.0,0.0,0.0,0.0,327.0,-2.0,-292.0,0.0,0.0,5303.0,5303.0,4679.0,781.0,10554.0,0.0,28.0,510.0,14830.0,0.0,11.0,27.0,150.0,0.0
3,Blue Side,LEC,2024,56153,Team Vitality,True,36.033,Carzzy,ADC,18.0,10.0,0.0,6.0,100.0,393.0,29.0,,10.9,18568.0,515.0,0.274,57.0,14.0,20.0,3.0,3.0,1.58,0.39,0.08,0.56,0.193,47055.0,28232.0,8468.0,10355.0,1306.0,0.463,0.44,0.941,0.0,1.0,0.0,0.0,0.0,314.0,9.0,545.0,1.0,0.0,3728.0,3728.0,12308.0,0.0,11090.0,0.0,17.0,414.0,20522.0,0.0,7.0,26.0,300.0,0.0
4,Blue Side,LEC,2024,56153,Team Vitality,True,36.033,Hylissang,SUPPORT,13.0,0.0,5.0,15.0,3.0,27.0,0.0,,0.7,8539.0,237.0,0.126,105.0,53.0,12.0,11.0,10.0,2.91,1.47,0.31,0.33,0.356,4985.0,576.0,3490.0,919.0,138.0,0.049,0.42,0.882,0.0,0.0,0.0,0.0,0.0,-448.0,-9.0,-268.0,0.0,0.0,111.0,111.0,3559.0,489.0,28323.0,2700.0,34.0,139.0,26062.0,114.0,13.0,30.0,0.0,0.0
5,Red Side,LEC,2024,56153,Team Heretics,False,36.033,Wunder,TOP,16.0,2.0,4.0,7.0,2.3,261.0,4.0,,7.2,12267.0,340.0,0.209,30.0,9.0,7.0,2.0,2.0,0.83,0.25,0.06,0.19,0.094,14793.0,12441.0,1585.0,767.0,411.0,0.186,0.25,0.75,0.0,0.0,0.0,0.0,0.0,-644.0,-14.0,-201.0,0.0,0.0,810.0,810.0,3501.0,0.0,25000.0,0.0,22.0,118.0,31196.0,143.0,3.0,24.0,0.0,0.0
6,Red Side,LEC,2024,56153,Team Heretics,False,36.033,Jankos,JUNGLE,15.0,2.0,2.0,9.0,5.5,211.0,166.0,,5.9,11349.0,315.0,0.193,76.0,13.0,23.0,11.0,11.0,2.11,0.36,0.31,0.64,0.239,7607.0,3655.0,3475.0,477.0,211.0,0.096,0.31,0.917,0.0,0.0,0.0,0.0,0.0,1072.0,19.0,788.0,1.0,0.0,0.0,0.0,21508.0,836.0,51070.0,782.0,22.0,469.0,43118.0,16.0,12.0,33.0,0.0,150.0
7,Red Side,LEC,2024,56153,Team Heretics,False,36.033,Zwyroo,MID,17.0,1.0,3.0,6.0,2.3,277.0,4.0,,7.7,12584.0,349.0,0.214,49.0,18.0,9.0,8.0,8.0,1.36,0.5,0.22,0.25,0.154,22195.0,313.0,21477.0,405.0,616.0,0.279,0.19,0.583,0.0,0.0,0.0,0.0,0.0,-327.0,2.0,292.0,0.0,0.0,1859.0,1859.0,2608.0,0.0,17107.0,1728.0,20.0,466.0,18195.0,92.0,10.0,28.0,50.0,0.0
8,Red Side,LEC,2024,56153,Team Heretics,False,36.033,Flakked,ADC,16.0,5.0,1.0,1.0,6.0,316.0,9.0,,8.8,14047.0,390.0,0.239,54.0,27.0,11.0,3.0,3.0,1.5,0.75,0.08,0.31,0.17,27838.0,23929.0,3317.0,592.0,773.0,0.35,0.17,0.5,0.0,0.0,0.0,0.0,0.0,-314.0,-9.0,-545.0,-1.0,0.0,0.0,0.0,3543.0,0.0,8461.0,0.0,42.0,471.0,16065.0,55.0,4.0,28.0,0.0,300.0
9,Red Side,LEC,2024,56153,Team Heretics,False,36.033,Trymbi,SUPPORT,12.0,2.0,7.0,7.0,1.3,32.0,0.0,,0.9,8479.0,235.0,0.144,109.0,55.0,12.0,12.0,10.0,3.02,1.53,0.33,0.33,0.343,7087.0,1343.0,4717.0,1027.0,197.0,0.089,0.25,0.75,10.0,0.0,0.0,0.0,0.0,448.0,9.0,268.0,0.0,0.0,0.0,0.0,848.0,267.0,38915.0,1099.0,52.0,200.0,22484.0,201.0,14.0,33.0,50.0,0.0
0,Blue Side,LEC,2024,55603,G2 Esports,False,29.933,Brokenblade,TOP,15.0,1.0,4.0,2.0,0.8,235.0,0.0,,7.9,10317.0,345.0,0.188,32.0,13.0,3.0,7.0,6.0,1.07,0.43,0.23,0.1,0.127,13695.0,1312.0,11286.0,1097.0,458.0,0.238,0.1,0.25,0.0,0.0,0.0,0.0,0.0,-549.0,1.0,352.0,0.0,0.0,506.0,506.0,2785.0,0.0,13007.0,0.0,2.0,97.0,22016.0,121.0,10.0,25.0,150.0,0.0
1,Blue Side,LEC,2024,55603,G2 Esports,False,29.933,Yike,JUNGLE,14.0,3.0,6.0,4.0,1.2,177.0,155.0,,5.9,9937.0,332.0,0.181,51.0,6.0,12.0,6.0,4.0,1.7,0.2,0.2,0.4,0.203,7856.0,7164.0,0.0,692.0,262.0,0.137,0.23,0.583,0.0,0.0,0.0,0.0,0.0,-105.0,3.0,-169.0,0.0,0.0,2119.0,2119.0,7338.0,0.0,31976.0,0.0,18.0,641.0,22985.0,127.0,6.0,24.0,0.0,150.0
2,Blue Side,LEC,2024,55603,G2 Esports,False,29.933,Caps,MID,17.0,3.0,4.0,7.0,2.5,268.0,12.0,,9.0,14627.0,489.0,0.267,24.0,12.0,3.0,4.0,3.0,0.8,0.4,0.13,0.1,0.096,18872.0,2619.0,14959.0,1294.0,630.0,0.328,0.33,0.833,0.0,0.0,0.0,0.0,0.0,-205.0,-13.0,73.0,0.0,0.0,6203.0,6203.0,4400.0,199.0,10750.0,0.0,26.0,247.0,27115.0,108.0,8.0,25.0,650.0,100.0
3,Blue Side,LEC,2024,55603,G2 Esports,False,29.933,Hans sama,ADC,14.0,1.0,5.0,8.0,1.8,247.0,6.0,,8.3,11202.0,374.0,0.204,27.0,13.0,7.0,3.0,3.0,0.9,0.43,0.1,0.23,0.108,11574.0,10413.0,30.0,1131.0,387.0,0.201,0.3,0.75,0.0,0.0,0.0,0.0,0.0,-1705.0,-14.0,-616.0,-1.0,0.0,0.0,0.0,6909.0,2097.0,5445.0,1369.0,21.0,344.0,14095.0,124.0,4.0,21.0,150.0,0.0
4,Blue Side,LEC,2024,55603,G2 Esports,False,29.933,Mikyx,SUPPORT,11.0,4.0,8.0,6.0,1.3,36.0,0.0,,1.2,8789.0,294.0,0.16,117.0,74.0,20.0,23.0,19.0,3.91,2.47,0.77,0.67,0.466,5459.0,1574.0,2777.0,1108.0,182.0,0.095,0.33,0.833,10.0,0.0,0.0,0.0,0.0,-198.0,-2.0,-354.0,0.0,0.0,0.0,0.0,786.0,599.0,21047.0,1550.0,45.0,266.0,19177.0,135.0,24.0,41.0,600.0,0.0
5,Red Side,LEC,2024,55603,MAD Lions KOI,True,29.933,Myrwn,TOP,17.0,5.0,1.0,7.0,12.0,260.0,24.0,,8.7,13604.0,454.0,0.21,40.0,14.0,7.0,4.0,4.0,1.34,0.47,0.13,0.23,0.143,15137.0,12398.0,2579.0,160.0,506.0,0.178,0.4,0.444,0.0,0.0,0.0,1.0,0.0,549.0,-1.0,-352.0,0.0,0.0,5880.0,5880.0,7820.0,0.0,19399.0,0.0,20.0,204.0,19222.0,21.0,8.0,28.0,100.0,0.0
6,Red Side,LEC,2024,55603,MAD Lions KOI,True,29.933,Elyoya,JUNGLE,15.0,7.0,2.0,17.0,12.0,146.0,126.0,,4.9,12359.0,413.0,0.19,29.0,8.0,7.0,6.0,6.0,0.97,0.27,0.2,0.23,0.104,17372.0,1601.0,14992.0,779.0,580.0,0.205,0.8,0.889,0.0,1.0,0.0,0.0,0.0,105.0,-3.0,169.0,0.0,0.0,1362.0,1362.0,56500.0,1271.0,34958.0,0.0,52.0,948.0,35567.0,49.0,7.0,20.0,0.0,150.0
7,Red Side,LEC,2024,55603,MAD Lions KOI,True,29.933,Fresskowy,MID,17.0,8.0,2.0,10.0,9.0,284.0,16.0,,9.5,14562.0,486.0,0.224,37.0,16.0,2.0,8.0,7.0,1.24,0.53,0.27,0.07,0.133,18169.0,1084.0,17027.0,58.0,607.0,0.214,0.6,0.667,0.0,0.0,1.0,0.0,0.0,205.0,13.0,-73.0,0.0,0.0,3078.0,3078.0,2893.0,0.0,12489.0,2230.0,22.0,307.0,14202.0,32.0,10.0,28.0,0.0,1100.0
8,Red Side,LEC,2024,55603,MAD Lions KOI,True,29.933,Supa,ADC,15.0,7.0,5.0,15.0,4.4,260.0,23.0,,8.7,15390.0,514.0,0.237,52.0,20.0,12.0,2.0,2.0,1.74,0.67,0.07,0.4,0.186,26277.0,21597.0,4680.0,0.0,878.0,0.31,0.73,0.815,0.0,0.0,0.0,0.0,0.0,1705.0,14.0,616.0,1.0,0.0,15242.0,15242.0,4223.0,724.0,7290.0,0.0,25.0,211.0,15512.0,127.0,4.0,21.0,150.0,300.0
