,Side,Region,Year,Game ID,Team,Victory,Game Duration,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost
9,Red Side,LEC,2024,55603,MAD Lions KOI,True,29.933,Alvaro,SUPPORT,12.0,0.0,2.0,21.0,10.5,29.0,0.0,,1.0,9002.0,301.0,0.139,121.0,57.0,18.0,15.0,15.0,4.04,1.9,0.5,0.6,0.434,7918.0,1753.0,5035.0,1130.0,265.0,0.093,0.7,0.778,0.0,0.0,0.0,0.0,0.0,198.0,2.0,354.0,0.0,0.0,1358.0,1358.0,2830.0,0.0,17194.0,2052.0,42.0,77.0,12898.0,20.0,17.0,33.0,0.0,0.0
0,Blue Side,LEC,2024,55604,G2 Esports,True,28.017,Brokenblade,TOP,17.0,5.0,0.0,9.0,100.0,225.0,5.0,,8.0,12764.0,456.0,0.214,28.0,13.0,4.0,6.0,4.0,1.0,0.46,0.21,0.14,0.11,19619.0,14770.0,2958.0,1891.0,700.0,0.22,0.5,0.5,30.0,0.0,0.0,0.0,0.0,845.0,-5.0,1584.0,1.0,0.0,10256.0,10256.0,4627.0,0.0,55582.0,153.0,31.0,1722.0,24337.0,0.0,7.0,23.0,0.0,0.0
1,Blue Side,LEC,2024,55604,G2 Esports,True,28.017,Yike,JUNGLE,15.0,4.0,1.0,17.0,21.0,196.0,171.0,,7.0,11729.0,419.0,0.197,35.0,7.0,4.0,7.0,5.0,1.25,0.25,0.25,0.14,0.137,12980.0,1303.0,9708.0,1969.0,463.0,0.146,0.75,0.75,0.0,0.0,0.0,0.0,0.0,364.0,1.0,173.0,0.0,0.0,3269.0,3269.0,18494.0,0.0,30033.0,0.0,52.0,1105.0,26393.0,8.0,9.0,24.0,0.0,0.0
2,Blue Side,LEC,2024,55604,G2 Esports,True,28.017,Caps,MID,15.0,7.0,2.0,6.0,6.5,219.0,4.0,,7.8,11936.0,426.0,0.2,48.0,20.0,9.0,5.0,5.0,1.71,0.71,0.18,0.32,0.188,20508.0,1962.0,15944.0,2602.0,732.0,0.23,0.46,0.464,0.0,1.0,0.0,0.0,0.0,1151.0,2.0,79.0,0.0,0.0,4294.0,4294.0,3734.0,0.0,9048.0,0.0,17.0,69.0,20262.0,41.0,7.0,20.0,0.0,750.0
3,Blue Side,LEC,2024,55604,G2 Esports,True,28.017,Hans sama,ADC,15.0,11.0,2.0,8.0,9.5,257.0,0.0,,9.2,14585.0,521.0,0.245,36.0,22.0,7.0,8.0,7.0,1.28,0.79,0.29,0.25,0.141,28709.0,21470.0,4194.0,3045.0,1025.0,0.322,0.68,0.679,0.0,1.0,0.0,0.0,0.0,1079.0,13.0,763.0,0.0,0.0,11687.0,11687.0,1699.0,0.0,4739.0,0.0,19.0,259.0,10221.0,43.0,9.0,29.0,0.0,750.0
4,Blue Side,LEC,2024,55604,G2 Esports,True,28.017,Mikyx,SUPPORT,12.0,1.0,1.0,19.0,20.0,33.0,2.0,,1.2,8605.0,307.0,0.144,108.0,45.0,16.0,14.0,14.0,3.85,1.61,0.5,0.57,0.424,7241.0,1851.0,3892.0,1498.0,258.0,0.081,0.71,0.714,0.0,0.0,0.0,0.0,0.0,414.0,-11.0,-432.0,-1.0,0.0,1060.0,1060.0,2914.0,843.0,10112.0,4249.0,26.0,190.0,9660.0,8.0,16.0,31.0,0.0,0.0
5,Red Side,LEC,2024,55604,MAD Lions KOI,False,28.017,Myrwn,TOP,15.0,1.0,6.0,3.0,0.7,231.0,8.0,,8.2,9888.0,353.0,0.218,17.0,10.0,3.0,1.0,1.0,0.61,0.36,0.04,0.11,0.087,18026.0,14640.0,3054.0,332.0,643.0,0.313,0.14,0.8,0.0,0.0,0.0,0.0,0.0,-845.0,5.0,-1584.0,-1.0,0.0,2854.0,2854.0,6615.0,0.0,17288.0,0.0,29.0,541.0,28397.0,138.0,2.0,21.0,0.0,0.0
6,Red Side,LEC,2024,55604,MAD Lions KOI,False,28.017,Elyoya,JUNGLE,12.0,0.0,7.0,1.0,0.1,152.0,135.0,,5.4,7624.0,272.0,0.168,38.0,13.0,13.0,16.0,13.0,1.36,0.46,0.57,0.46,0.195,6632.0,166.0,5128.0,1338.0,237.0,0.115,0.04,0.2,0.0,0.0,0.0,0.0,0.0,-364.0,-1.0,-173.0,0.0,0.0,0.0,0.0,36875.0,376.0,30731.0,0.0,26.0,392.0,37125.0,171.0,17.0,32.0,0.0,0.0
7,Red Side,LEC,2024,55604,MAD Lions KOI,False,28.017,Fresskowy,MID,16.0,0.0,2.0,3.0,1.5,263.0,0.0,,9.4,9920.0,354.0,0.218,23.0,13.0,3.0,5.0,5.0,0.82,0.46,0.18,0.11,0.118,13882.0,936.0,12442.0,504.0,495.0,0.241,0.11,0.6,0.0,0.0,0.0,0.0,0.0,-1151.0,-2.0,-79.0,0.0,0.0,0.0,0.0,2487.0,0.0,10373.0,0.0,12.0,200.0,16386.0,49.0,7.0,23.0,0.0,0.0
8,Red Side,LEC,2024,55604,MAD Lions KOI,False,28.017,Supa,ADC,13.0,3.0,6.0,1.0,0.7,212.0,8.0,,7.6,10731.0,383.0,0.236,22.0,7.0,6.0,0.0,0.0,0.79,0.25,0.0,0.21,0.113,14994.0,14558.0,0.0,436.0,535.0,0.26,0.14,0.8,0.0,0.0,0.0,0.0,0.0,-1079.0,-13.0,-763.0,0.0,0.0,2526.0,2526.0,7241.0,1513.0,7117.0,1242.0,28.0,356.0,16381.0,143.0,3.0,23.0,750.0,0.0
9,Red Side,LEC,2024,55604,MAD Lions KOI,False,28.017,Alvaro,SUPPORT,11.0,1.0,7.0,3.0,0.6,47.0,2.0,,1.7,7272.0,260.0,0.16,95.0,45.0,19.0,12.0,10.0,3.39,1.61,0.43,0.68,0.487,4052.0,758.0,2715.0,579.0,145.0,0.07,0.14,0.8,0.0,0.0,0.0,0.0,0.0,-414.0,11.0,432.0,1.0,0.0,431.0,431.0,313.0,0.0,23553.0,631.0,49.0,311.0,20484.0,125.0,14.0,29.0,600.0,0.0
0,Blue Side,LEC,2024,55605,MAD Lions KOI,False,33.65,Myrwn,TOP,16.0,2.0,6.0,2.0,0.7,237.0,3.0,,7.0,11640.0,346.0,0.2,39.0,12.0,3.0,1.0,1.0,1.16,0.36,0.03,0.09,0.125,20530.0,458.0,19892.0,180.0,610.0,0.269,0.12,0.364,0.0,1.0,0.0,0.0,0.0,-832.0,-29.0,-261.0,-1.0,0.0,3163.0,3163.0,1214.0,0.0,20128.0,0.0,19.0,417.0,25338.0,212.0,2.0,18.0,250.0,200.0
1,Blue Side,LEC,2024,55605,MAD Lions KOI,False,33.65,Elyoya,JUNGLE,15.0,5.0,5.0,4.0,1.8,227.0,183.0,,6.7,12701.0,377.0,0.219,56.0,14.0,14.0,12.0,11.0,1.66,0.42,0.36,0.42,0.18,11105.0,7084.0,2451.0,1570.0,330.0,0.145,0.27,0.818,0.0,0.0,0.0,0.0,0.0,1011.0,30.0,340.0,0.0,1.0,4224.0,4224.0,12853.0,0.0,38241.0,0.0,18.0,540.0,29522.0,190.0,14.0,31.0,50.0,400.0
2,Blue Side,LEC,2024,55605,MAD Lions KOI,False,33.65,Fresskowy,MID,16.0,1.0,5.0,6.0,1.4,270.0,12.0,,8.0,12419.0,369.0,0.214,41.0,15.0,6.0,5.0,5.0,1.22,0.45,0.15,0.18,0.132,23594.0,1124.0,22200.0,270.0,701.0,0.309,0.21,0.636,0.0,0.0,0.0,0.0,0.0,507.0,5.0,-202.0,0.0,0.0,594.0,594.0,2006.0,397.0,9866.0,0.0,47.0,549.0,19879.0,209.0,10.0,25.0,400.0,50.0
3,Blue Side,LEC,2024,55605,MAD Lions KOI,False,33.65,Supa,ADC,15.0,2.0,8.0,8.0,1.3,245.0,0.0,,7.3,12809.0,381.0,0.22,30.0,11.0,10.0,2.0,2.0,0.89,0.33,0.06,0.3,0.096,17894.0,17144.0,321.0,429.0,532.0,0.234,0.3,0.909,0.0,0.0,0.0,0.0,0.0,165.0,-22.0,-808.0,-1.0,0.0,4821.0,4821.0,9995.0,3421.0,12550.0,1237.0,30.0,410.0,23908.0,267.0,3.0,24.0,0.0,150.0
4,Blue Side,LEC,2024,55605,MAD Lions KOI,False,33.65,Alvaro,SUPPORT,11.0,1.0,7.0,5.0,0.9,42.0,0.0,,1.2,8526.0,253.0,0.147,145.0,64.0,23.0,21.0,19.0,4.31,1.9,0.62,0.68,0.466,3205.0,407.0,2798.0,0.0,95.0,0.042,0.18,0.545,0.0,0.0,0.0,0.0,0.0,1111.0,3.0,137.0,0.0,0.0,1130.0,1130.0,1018.0,467.0,30762.0,1242.0,32.0,126.0,21140.0,217.0,23.0,39.0,0.0,0.0
5,Red Side,LEC,2024,55605,G2 Esports,True,33.65,Brokenblade,TOP,18.0,6.0,1.0,16.0,22.0,305.0,12.0,,9.1,14565.0,433.0,0.205,55.0,15.0,12.0,7.0,7.0,1.63,0.45,0.21,0.36,0.151,25323.0,2401.0,22788.0,134.0,753.0,0.256,0.65,0.71,10.0,1.0,0.0,0.0,0.0,832.0,29.0,261.0,1.0,0.0,5023.0,5023.0,9323.0,1983.0,13515.0,0.0,21.0,120.0,21226.0,45.0,8.0,25.0,0.0,250.0
6,Red Side,LEC,2024,55605,G2 Esports,True,33.65,Yike,JUNGLE,17.0,9.0,1.0,17.0,26.0,218.0,199.0,,6.5,15198.0,452.0,0.214,63.0,12.0,11.0,27.0,10.0,1.87,0.36,0.8,0.33,0.173,23155.0,18875.0,3918.0,362.0,688.0,0.234,0.77,0.839,10.0,2.0,0.0,0.0,0.0,-1011.0,-30.0,-340.0,0.0,0.0,754.0,754.0,23612.0,752.0,34792.0,0.0,18.0,211.0,32000.0,16.0,11.0,30.0,650.0,0.0
7,Red Side,LEC,2024,55605,G2 Esports,True,33.65,Caps,MID,18.0,6.0,4.0,15.0,5.3,302.0,28.0,,9.0,15346.0,456.0,0.216,55.0,9.0,17.0,6.0,6.0,1.63,0.27,0.18,0.51,0.151,16349.0,212.0,15691.0,446.0,486.0,0.165,0.62,0.677,0.0,1.0,0.0,0.0,0.0,-507.0,-5.0,202.0,0.0,0.0,4153.0,4153.0,7358.0,2084.0,18841.0,0.0,16.0,243.0,21717.0,138.0,8.0,24.0,150.0,50.0
8,Red Side,LEC,2024,55605,G2 Esports,True,33.65,Hans sama,ADC,18.0,10.0,1.0,15.0,25.0,305.0,21.0,,9.1,17062.0,507.0,0.24,63.0,27.0,11.0,6.0,5.0,1.87,0.8,0.18,0.33,0.173,29008.0,23445.0,5337.0,226.0,862.0,0.293,0.74,0.806,0.0,1.0,0.0,0.0,0.0,-165.0,22.0,808.0,1.0,1.0,9841.0,9841.0,4177.0,0.0,7026.0,0.0,23.0,381.0,13797.0,42.0,9.0,27.0,0.0,400.0
9,Red Side,LEC,2024,55605,G2 Esports,True,33.65,Mikyx,SUPPORT,14.0,0.0,4.0,21.0,5.3,35.0,0.0,,1.0,8935.0,266.0,0.126,129.0,74.0,13.0,22.0,20.0,3.83,2.2,0.65,0.39,0.353,5208.0,1028.0,3302.0,878.0,155.0,0.053,0.62,0.677,0.0,0.0,0.0,0.0,0.0,-1111.0,-3.0,-137.0,0.0,0.0,394.0,394.0,3167.0,1103.0,27483.0,1911.0,49.0,228.0,17140.0,63.0,24.0,41.0,0.0,0.0
0,Blue Side,LEC,2024,55606,MAD Lions KOI,False,33.15,Myrwn,TOP,15.0,2.0,7.0,3.0,0.7,238.0,15.0,,7.2,12076.0,364.0,0.21,29.0,13.0,6.0,2.0,2.0,0.87,0.39,0.06,0.18,0.091,24020.0,20312.0,3348.0,360.0,725.0,0.302,0.15,0.333,0.0,0.0,0.0,0.0,0.0,-1639.0,-47.0,-3297.0,-3.0,0.0,3054.0,3054.0,2204.0,0.0,21985.0,0.0,11.0,185.0,22655.0,147.0,3.0,26.0,700.0,0.0
1,Blue Side,LEC,2024,55606,MAD Lions KOI,False,33.15,Elyoya,JUNGLE,13.0,2.0,2.0,11.0,6.5,144.0,121.0,,4.3,9704.0,293.0,0.169,64.0,15.0,19.0,15.0,15.0,1.93,0.45,0.45,0.57,0.201,7222.0,1323.0,5417.0,482.0,218.0,0.091,0.39,0.867,0.0,0.0,0.0,0.0,0.0,-830.0,-19.0,-346.0,0.0,0.0,361.0,361.0,7071.0,409.0,40316.0,0.0,48.0,284.0,18953.0,79.0,16.0,29.0,50.0,0.0
2,Blue Side,LEC,2024,55606,MAD Lions KOI,False,33.15,Fresskowy,MID,16.0,1.0,5.0,4.0,1.0,266.0,14.0,,8.0,11633.0,351.0,0.203,36.0,16.0,2.0,7.0,6.0,1.09,0.48,0.21,0.06,0.113,17302.0,516.0,16696.0,90.0,522.0,0.217,0.15,0.333,0.0,0.0,0.0,0.0,0.0,-1417.0,-34.0,-1817.0,-2.0,0.0,1634.0,1634.0,2111.0,608.0,11837.0,0.0,30.0,801.0,17541.0,133.0,11.0,26.0,0.0,0.0
3,Blue Side,LEC,2024,55606,MAD Lions KOI,False,33.15,Supa,ADC,15.0,9.0,4.0,4.0,3.3,321.0,16.0,,9.7,15309.0,462.0,0.267,52.0,26.0,12.0,2.0,1.0,1.57,0.78,0.06,0.36,0.164,23858.0,20965.0,2693.0,200.0,720.0,0.3,0.39,0.867,0.0,1.0,0.0,0.0,0.0,4357.0,55.0,1891.0,2.0,0.0,4835.0,4835.0,4045.0,605.0,7534.0,0.0,22.0,292.0,18355.0,125.0,3.0,24.0,300.0,1100.0
4,Blue Side,LEC,2024,55606,MAD Lions KOI,False,33.15,Alvaro,SUPPORT,12.0,1.0,3.0,11.0,4.0,33.0,0.0,,1.0,8700.0,262.0,0.152,137.0,70.0,17.0,21.0,18.0,4.13,2.11,0.63,0.51,0.431,7246.0,1299.0,4806.0,1141.0,219.0,0.091,0.36,0.8,0.0,0.0,0.0,0.0,0.0,1191.0,-5.0,1054.0,1.0,0.0,611.0,611.0,8368.0,3559.0,36855.0,1091.0,45.0,90.0,26920.0,77.0,23.0,41.0,0.0,0.0
5,Red Side,LEC,2024,55606,G2 Esports,True,33.15,Brokenblade,TOP,18.0,3.0,0.0,9.0,100.0,287.0,4.0,,8.7,14517.0,438.0,0.216,43.0,14.0,9.0,8.0,8.0,1.3,0.42,0.24,0.27,0.154,18913.0,2441.0,16372.0,100.0,571.0,0.23,0.36,0.571,0.0,1.0,0.0,0.0,0.0,1639.0,47.0,3297.0,3.0,0.0,4217.0,4217.0,19419.0,0.0,27869.0,0.0,43.0,446.0,30643.0,0.0,11.0,30.0,700.0,0.0
6,Red Side,LEC,2024,55606,G2 Esports,True,33.15,Yike,JUNGLE,17.0,10.0,2.0,10.0,10.0,231.0,192.0,,7.0,15258.0,460.0,0.227,38.0,9.0,7.0,8.0,8.0,1.15,0.27,0.24,0.21,0.136,17666.0,1321.0,11710.0,4635.0,533.0,0.215,0.6,0.952,0.0,0.0,0.0,0.0,1.0,830.0,19.0,346.0,0.0,0.0,1588.0,1588.0,30786.0,1334.0,22589.0,0.0,19.0,440.0,42455.0,34.0,9.0,24.0,400.0,300.0
7,Red Side,LEC,2024,55606,G2 Esports,True,33.15,Caps,MID,18.0,6.0,2.0,10.0,8.0,306.0,23.0,,9.2,16194.0,489.0,0.241,43.0,8.0,8.0,5.0,4.0,1.3,0.24,0.15,0.24,0.154,19590.0,294.0,19140.0,156.0,591.0,0.238,0.48,0.762,10.0,0.0,0.0,0.0,0.0,1417.0,34.0,1817.0,2.0,0.0,12967.0,12967.0,5944.0,927.0,19342.0,0.0,14.0,204.0,19349.0,109.0,8.0,23.0,0.0,750.0
8,Red Side,LEC,2024,55606,G2 Esports,True,33.15,Hans sama,ADC,16.0,2.0,1.0,13.0,15.0,225.0,4.0,,6.8,12677.0,382.0,0.188,35.0,15.0,12.0,5.0,5.0,1.06,0.45,0.15,0.36,0.125,19436.0,19114.0,0.0,322.0,586.0,0.236,0.45,0.714,0.0,0.0,0.0,0.0,0.0,-4357.0,-55.0,-1891.0,-2.0,0.0,2563.0,2563.0,16845.0,6462.0,7340.0,2361.0,35.0,322.0,15149.0,21.0,7.0,27.0,0.0,0.0
9,Red Side,LEC,2024,55606,G2 Esports,True,33.15,Mikyx,SUPPORT,12.0,0.0,10.0,11.0,1.1,41.0,0.0,,1.2,8654.0,261.0,0.129,121.0,77.0,20.0,23.0,21.0,3.65,2.32,0.69,0.6,0.432,6693.0,1713.0,3624.0,1356.0,202.0,0.081,0.33,0.524,0.0,0.0,0.0,0.0,0.0,-1191.0,5.0,-1054.0,-1.0,0.0,73.0,73.0,1476.0,619.0,28911.0,1231.0,55.0,230.0,22288.0,151.0,25.0,41.0,0.0,0.0
0,Blue Side,LEC,2024,55563,Team BDS,False,31.933,JNX,TOP,16.0,1.0,4.0,0.0,0.3,267.0,0.0,,8.4,10754.0,337.0,0.202,31.0,14.0,4.0,3.0,3.0,0.97,0.44,0.09,0.13,0.104,7143.0,5527.0,1299.0,317.0,224.0,0.176,0.03,0.25,0.0,0.0,0.0,0.0,0.0,-1150.0,2.0,-112.0,0.0,0.0,86.0,86.0,1630.0,0.0,31060.0,194.0,12.0,692.0,23883.0,113.0,4.0,23.0,0.0,0.0
1,Blue Side,LEC,2024,55563,Team BDS,False,31.933,Sheo,JUNGLE,14.0,1.0,1.0,3.0,4.0,183.0,162.0,,5.7,9700.0,304.0,0.183,65.0,9.0,18.0,7.0,7.0,2.04,0.28,0.22,0.56,0.217,5427.0,2506.0,2731.0,190.0,170.0,0.134,0.13,1.0,0.0,0.0,0.0,0.0,0.0,538.0,6.0,-170.0,0.0,1.0,2149.0,2149.0,8147.0,130.0,27893.0,0.0,13.0,909.0,16582.0,39.0,8.0,26.0,0.0,0.0
2,Blue Side,LEC,2024,55563,Team BDS,False,31.933,nuc,MID,17.0,0.0,2.0,1.0,0.5,332.0,16.0,,10.4,12056.0,378.0,0.227,40.0,10.0,13.0,7.0,6.0,1.25,0.31,0.22,0.41,0.134,9792.0,209.0,9558.0,25.0,307.0,0.241,0.03,0.25,0.0,0.0,0.0,0.0,0.0,-254.0,7.0,312.0,0.0,0.0,738.0,738.0,3936.0,0.0,13273.0,0.0,5.0,145.0,16442.0,48.0,10.0,30.0,0.0,100.0
3,Blue Side,LEC,2024,55563,Team BDS,False,31.933,Ice,ADC,15.0,2.0,2.0,2.0,2.0,347.0,24.0,,10.9,13541.0,424.0,0.255,51.0,12.0,17.0,4.0,4.0,1.6,0.38,0.13,0.53,0.171,14020.0,12466.0,1526.0,28.0,439.0,0.345,0.13,1.0,0.0,0.0,0.0,0.0,0.0,764.0,12.0,403.0,0.0,0.0,5404.0,5404.0,3372.0,0.0,15620.0,0.0,9.0,182.0,10371.0,50.0,5.0,22.0,0.0,250.0
4,Blue Side,LEC,2024,55563,Team BDS,False,31.933,Labrov,SUPPORT,11.0,0.0,3.0,3.0,1.0,23.0,0.0,,0.7,7075.0,222.0,0.133,112.0,59.0,11.0,14.0,14.0,3.51,1.85,0.44,0.34,0.375,4253.0,140.0,3399.0,714.0,133.0,0.105,0.09,0.75,0.0,0.0,0.0,0.0,0.0,49.0,-6.0,-9.0,0.0,0.0,0.0,0.0,3814.0,236.0,16527.0,2336.0,14.0,99.0,14937.0,71.0,16.0,30.0,0.0,0.0
5,Red Side,LEC,2024,55563,MAD Lions KOI,True,31.933,Myrwn,TOP,17.0,3.0,0.0,5.0,100.0,274.0,12.0,,8.6,15407.0,482.0,0.245,29.0,12.0,6.0,2.0,2.0,0.91,0.38,0.06,0.19,0.11,16983.0,8610.0,7687.0,686.0,532.0,0.263,0.25,0.667,0.0,0.0,0.0,0.0,0.0,1150.0,-2.0,112.0,0.0,0.0,10540.0,10540.0,8084.0,0.0,8078.0,0.0,48.0,364.0,15501.0,0.0,3.0,24.0,250.0,0.0
6,Red Side,LEC,2024,55563,MAD Lions KOI,True,31.933,Elyoya,JUNGLE,15.0,2.0,3.0,10.0,4.0,169.0,151.0,,5.3,10712.0,335.0,0.17,34.0,9.0,9.0,10.0,9.0,1.06,0.28,0.31,0.28,0.129,8173.0,7859.0,0.0,314.0,256.0,0.126,0.38,1.0,0.0,0.0,0.0,0.0,0.0,-538.0,-6.0,170.0,0.0,0.0,462.0,462.0,10217.0,0.0,38881.0,0.0,23.0,631.0,20960.0,57.0,11.0,26.0,0.0,0.0
7,Red Side,LEC,2024,55563,MAD Lions KOI,True,31.933,Fresskowy,MID,18.0,3.0,0.0,4.0,100.0,330.0,12.0,,10.3,14279.0,447.0,0.227,41.0,17.0,4.0,7.0,7.0,1.28,0.53,0.22,0.13,0.156,13975.0,656.0,13103.0,216.0,438.0,0.216,0.22,0.583,0.0,0.0,0.0,0.0,0.0,254.0,-7.0,-312.0,0.0,0.0,3696.0,3696.0,700.0,654.0,3077.0,0.0,20.0,624.0,4661.0,0.0,9.0,27.0,100.0,0.0
8,Red Side,LEC,2024,55563,MAD Lions KOI,True,31.933,Supa,ADC,16.0,4.0,0.0,5.0,100.0,321.0,25.0,,10.1,14307.0,448.0,0.227,24.0,10.0,7.0,3.0,3.0,0.75,0.31,0.09,0.22,0.091,21245.0,19990.0,449.0,806.0,665.0,0.329,0.28,0.75,0.0,1.0,0.0,0.0,0.0,-764.0,-12.0,-403.0,0.0,0.0,10965.0,10965.0,6359.0,0.0,7167.0,0.0,18.0,161.0,12720.0,0.0,4.0,22.0,0.0,0.0
9,Red Side,LEC,2024,55563,MAD Lions KOI,True,31.933,Alvaro,SUPPORT,12.0,0.0,1.0,8.0,8.0,37.0,0.0,,1.2,8221.0,257.0,0.131,135.0,67.0,23.0,15.0,15.0,4.23,2.1,0.47,0.72,0.513,4287.0,712.0,2781.0,794.0,134.0,0.066,0.25,0.667,0.0,0.0,0.0,0.0,0.0,-49.0,6.0,9.0,0.0,0.0,518.0,518.0,7550.0,3092.0,17898.0,2441.0,20.0,53.0,14260.0,35.0,17.0,33.0,0.0,0.0
0,Blue Side,LEC,2024,55564,Team BDS,False,28.5,JNX,TOP,15.0,1.0,3.0,3.0,1.3,215.0,2.0,,7.5,9162.0,321.0,0.188,29.0,15.0,4.0,4.0,4.0,1.02,0.53,0.14,0.14,0.137,7127.0,5716.0,1171.0,240.0,250.0,0.136,0.14,0.571,0.0,0.0,0.0,0.0,0.0,-373.0,-17.0,-61.0,0.0,0.0,0.0,0.0,1820.0,0.0,28314.0,370.0,25.0,588.0,21424.0,77.0,6.0,24.0,0.0,0.0
1,Blue Side,LEC,2024,55564,Team BDS,False,28.5,Sheo,JUNGLE,13.0,1.0,3.0,3.0,1.3,162.0,138.0,,5.7,8575.0,301.0,0.176,33.0,6.0,12.0,3.0,3.0,1.16,0.21,0.11,0.42,0.156,3248.0,3178.0,0.0,70.0,114.0,0.062,0.14,0.571,0.0,0.0,0.0,0.0,0.0,-405.0,-1.0,-450.0,-1.0,0.0,618.0,618.0,11263.0,0.0,25222.0,0.0,13.0,206.0,21073.0,28.0,5.0,26.0,0.0,0.0
2,Blue Side,LEC,2024,55564,Team BDS,False,28.5,nuc,MID,16.0,2.0,3.0,4.0,2.0,277.0,0.0,,9.7,13048.0,458.0,0.268,30.0,10.0,7.0,6.0,4.0,1.05,0.35,0.21,0.25,0.142,23670.0,3522.0,19579.0,569.0,831.0,0.453,0.21,0.857,0.0,0.0,0.0,0.0,0.0,-41.0,2.0,-283.0,0.0,0.0,8593.0,8593.0,1055.0,0.0,9755.0,0.0,2.0,49.0,16890.0,138.0,7.0,26.0,500.0,50.0
3,Blue Side,LEC,2024,55564,Team BDS,False,28.5,Ice,ADC,14.0,3.0,2.0,3.0,3.0,270.0,8.0,,9.5,11617.0,408.0,0.239,41.0,13.0,12.0,6.0,5.0,1.44,0.46,0.21,0.42,0.193,14067.0,13788.0,234.0,45.0,494.0,0.269,0.21,0.857,0.0,0.0,0.0,0.0,0.0,-523.0,-4.0,-227.0,0.0,0.0,2072.0,2072.0,3795.0,0.0,10955.0,0.0,11.0,142.0,10738.0,87.0,8.0,21.0,450.0,150.0
4,Blue Side,LEC,2024,55564,Team BDS,False,28.5,Labrov,SUPPORT,10.0,0.0,5.0,5.0,1.0,24.0,0.0,,0.8,6272.0,220.0,0.129,79.0,52.0,6.0,14.0,12.0,2.77,1.82,0.49,0.21,0.373,4178.0,762.0,2428.0,988.0,147.0,0.08,0.18,0.714,0.0,0.0,0.0,0.0,0.0,-386.0,3.0,355.0,1.0,0.0,0.0,0.0,755.0,0.0,8650.0,0.0,25.0,143.0,14014.0,99.0,16.0,28.0,0.0,0.0
5,Red Side,LEC,2024,55564,MAD Lions KOI,True,28.5,Myrwn,TOP,17.0,3.0,1.0,4.0,7.0,274.0,21.0,,9.6,12842.0,451.0,0.223,34.0,13.0,8.0,3.0,3.0,1.19,0.46,0.11,0.28,0.145,15781.0,13475.0,1488.0,818.0,554.0,0.25,0.25,0.467,10.0,0.0,0.0,0.0,0.0,373.0,17.0,61.0,0.0,1.0,6970.0,6970.0,7874.0,0.0,20546.0,0.0,33.0,623.0,20306.0,51.0,4.0,17.0,50.0,300.0
6,Red Side,LEC,2024,55564,MAD Lions KOI,True,28.5,Elyoya,JUNGLE,14.0,1.0,1.0,13.0,14.0,152.0,136.0,,5.3,9729.0,341.0,0.169,57.0,13.0,14.0,10.0,10.0,2.0,0.46,0.35,0.49,0.244,6106.0,1812.0,3093.0,1201.0,214.0,0.097,0.49,0.933,0.0,0.0,0.0,0.0,0.0,405.0,1.0,450.0,1.0,0.0,1056.0,1056.0,8474.0,1811.0,8043.0,13020.0,29.0,207.0,11281.0,21.0,10.0,23.0,0.0,0.0
7,Red Side,LEC,2024,55564,MAD Lions KOI,True,28.5,Fresskowy,MID,16.0,4.0,1.0,4.0,8.0,280.0,15.0,,9.8,13972.0,490.0,0.243,29.0,11.0,4.0,3.0,3.0,1.02,0.39,0.11,0.14,0.124,16857.0,402.0,16175.0,280.0,591.0,0.267,0.28,0.533,0.0,0.0,1.0,0.0,0.0,41.0,-2.0,283.0,0.0,0.0,12290.0,12290.0,2094.0,0.0,8739.0,0.0,11.0,212.0,10909.0,41.0,7.0,22.0,150.0,200.0
8,Red Side,LEC,2024,55564,MAD Lions KOI,True,28.5,Supa,ADC,15.0,7.0,1.0,3.0,10.0,262.0,29.0,,9.2,12898.0,453.0,0.224,22.0,10.0,4.0,2.0,2.0,0.77,0.35,0.07,0.14,0.094,18906.0,17766.0,554.0,586.0,663.0,0.3,0.35,0.667,0.0,1.0,0.0,0.0,0.0,523.0,4.0,227.0,0.0,0.0,5243.0,5243.0,5095.0,0.0,5806.0,0.0,18.0,121.0,12721.0,42.0,3.0,17.0,0.0,450.0
9,Red Side,LEC,2024,55564,MAD Lions KOI,True,28.5,Alvaro,SUPPORT,12.0,0.0,3.0,14.0,4.7,26.0,0.0,,0.9,8141.0,286.0,0.141,92.0,40.0,14.0,12.0,12.0,3.23,1.4,0.42,0.49,0.393,5431.0,965.0,4404.0,62.0,191.0,0.086,0.49,0.933,0.0,0.0,0.0,0.0,0.0,386.0,-3.0,-355.0,-1.0,0.0,4976.0,4976.0,4331.0,1446.0,21017.0,1400.0,29.0,150.0,17927.0,43.0,14.0,28.0,0.0,0.0
